,author,body,number,created_at,empty
21,paritytech-processbot[bot], Error: It's not possible to meet the minimal approval count of 1 in https://github.com/paritytech/polkadot/pull/4181,10043,2021-11-23T23:09:49Z,0
22,shawntabrizi,what happened with this one?,10043,2021-11-30T21:20:12Z,0
23,KiChjang,bot merge,10043,2021-11-30T23:21:54Z,0
24,paritytech-processbot[bot], Error: Github API says https://github.com/paritytech/polkadot/pull/4181 is not mergeable,10043,2021-11-30T23:22:01Z,0
25,KiChjang,bot merge,10043,2021-12-01T00:58:27Z,0
26,paritytech-processbot[bot], Error: It's not possible to meet the minimal approval count of 1 in https://github.com/paritytech/polkadot/pull/4181,10043,2021-12-01T00:58:35Z,0
27,KiChjang,bot merge,10043,2021-12-01T00:58:54Z,0
28,bkchr,This annotation isn't used for anything anyway? Can we not just remove it entirely? ,10293,2021-11-17T08:57:02Z,0
29,thiolliere,yes annotation was removed,10293,2021-12-01T05:22:10Z,0
30,thiolliere,bot merge,10398,2021-12-01T05:37:22Z,0
31,tomaka,Relevant comment in smoldot: https://github.com/paritytech/smoldot/blob/7f6c36960c5524a85fb218f039c7c67126a58ddd/src/author/runtime.rs#L720-L726,10392,2021-11-30T09:33:42Z,0
32,bkchr,"As we already had this topic multiple times, the Substrate extrinsic format is already prefixed with the length, aka like a `Vec<u8>`.

If you just use the opaque extrinsic, you can decode this without any problems. Other locations like `apply_extrinsic` also use the same semantic. ",10392,2021-11-30T13:01:09Z,0
33,tomaka,"> the Substrate extrinsic format is already prefixed with the length

No, the Polkadot, Kusama, Westend and Rococo runtimes have an extrinsic format prefixed with their length, but this is a leak in the abstraction layers that isn't guaranteed to be true and relies literally on one line in each runtime.",10392,2021-11-30T13:37:10Z,0
34,bkchr,This is no leak in abstraction layers. We have opaque types for the client and the normal types in the runtime. You just need to know the type that is being used.,10392,2021-11-30T13:41:55Z,0
35,bkchr,"And you are right, that everybody could change this in its Substrate based blockchain, but that is fine because you then need to specify this type.",10392,2021-11-30T13:42:49Z,0
36,tomaka,"Shouldn't we try to remove usage of runtime-specific types in the client, so that the runtimes can properly update without the client needing an update as well?
Right now if we changed `type Extrinsic = ;` to a different type, all non-up-to-date clients would break.",10392,2021-11-30T14:09:44Z,0
37,tomaka,"I just don't understand. We know it's a flaw, we know that it can backfire at the worst possible moment, we know it's easy to fix, but we intentionally don't fix it.",10392,2021-11-30T14:15:55Z,0
38,bkchr,"> Shouldn't we try to remove usage of runtime-specific types in the client, so that the runtimes can properly update without the client needing an update as well? Right now if we changed `type Extrinsic = ;` to a different type, all non-up-to-date clients would break.

The transaction encoding, as the hash type or block number are things that you need to choose before and can not easily change, aka forking or writing complex migrations. 

The transaction format is already chosen in a way that it is prefixed with the length of the tx, aka it is already scale encoded. This is exactly the same discussion as we had multiple times regarding transaction pool, because there we use the same format. If we would change here the return type to a new format, we would need to update the db, `BlockBuilderApi`, `TransactionPoolApi` and everything else that uses the transaction type.",10392,2021-11-30T16:16:13Z,0
39,tomaka,"> This is exactly the same discussion as we had multiple times regarding transaction pool, because there we use the same format

This is not the same discussion.
The return value of `inherent_extrinsics()` is the only single place where a client needs to know how to decode an extrinsic.
Everything else, be it the networking, the transactions pool, JSON-RPC, etc. can be implemented by passing around encoded extrinsics in an opaque way.
But you can't possible parse the value returned by `inherent_extrinsics()` without having to decode extrinsics.

>  If we would change here the return type to a new format, we would need to update the db, BlockBuilderApi, TransactionPoolApi and everything else that uses the transaction type.

No, all I'm saying is that `inherent_extrinsics()` alone should return the encoded extrinsics. Then the client can decode them if it really wants to. Nothing else needs to be changed.
It's purely about being able to understand the value that `inherent_extrinsics()` writes in the memory of the Wasm.
",10392,2021-11-30T16:29:35Z,0
40,bkchr,"What is with https://github.com/paritytech/substrate/blob/master/client/network/src/transactions.rs#L353-L359

Or the block type itself: https://github.com/paritytech/substrate/blob/master/primitives/runtime/src/generic/block.rs#L88-L93",10392,2021-11-30T18:43:39Z,0
41,tomaka,"> What is with https://github.com/paritytech/substrate/blob/master/client/network/src/transactions.rs#L353-L359

The transaction pool's API uses decoded extrinsics, but we could easily refactor it to keep them in their opaque encoded form. Nothing in the client requires knowing what an extrinsic actually is. It's only the runtime that ever interprets extrinsics.",10392,2021-11-30T18:58:02Z,0
42,bkchr,"But these lines in the transaction pool gossipping protocol uses `Vec<Extrinsic>`, aka it needs to know the format of `Extrinsic` to decode this vector.",10392,2021-11-30T19:45:40Z,0
43,bkchr,"> Nothing in the client requires knowing what an extrinsic actually is. It's only the runtime that ever interprets extrinsics.

Yes, that is right. However, if we want to change this we need to refactor quite a lot of code.",10392,2021-11-30T19:47:57Z,0
44,tomaka,"> But these lines in the transaction pool gossipping protocol uses Vec<Extrinsic>, aka it needs to know the format of Extrinsic to decode this vector.

Ah, right. In the past I changed the protocol in order to send transactions one by one (so the length of the vec would always be 1), which is better for the substreams multiplexing we're doing, but this has been changed back at some point (not by me).",10392,2021-12-01T08:18:22Z,0
45,bkchr,Works for me :thinking: ,10393,2021-11-30T20:28:11Z,0
46,xlc,"I think it is related to CPU usage. On lower spec machine, syncing exhausted CPU and causing RPC become unresponsive. Sounds like something cannot be fixed.",10393,2021-12-01T00:15:31Z,0
47,bkchr,"FWIW, I tried this on my laptop with a debug build. But yeah, was probably still not low spec enough :D ",10393,2021-12-01T08:50:36Z,0
48,KiChjang,"Getting this to work with the pallet declarative macros is really tough, I've been trying different methods for a while now and it is looking like that there's no possible solution for this.

The primary problem that I'm facing now is that `decl_event!` contains no information about the `Pallet`/`Module` struct, so it can't implement `SubstratePalletEvent` on it since it lacks the trait bounds and generics on the `Pallet`/`Module`, which will be used in the impl syntax. I am also unable to move the impl into `decl_module!` either, since it doesn't contain any information about the `Event` type.

I have half a mind to simply restrict this feature to pallet proc macros, but then I'll have to figure out a way to feature gate this so that it only works with proc macros, which should be doable but not ideal...",9658,2021-09-09T00:15:29Z,0
49,shawntabrizi,"> I have half a mind to simply restrict this feature to pallet proc macros, but then I'll have to figure out a way to feature gate this so that it only works with proc macros, which should be doable but not ideal...

I think this is sensible... also we must be very close to having no decl macros anymore. Maybe working to get that past the finish line is the way to go.",9658,2021-09-09T01:28:28Z,0
50,stale[bot],"Hey, is anyone still working on this? Due to the inactivity this issue has been automatically marked as stale. It will be closed if no further activity occurs. Thank you for your contributions.
",9658,2021-10-09T02:07:14Z,0
51,thiolliere,I don't understand why do we need this after https://github.com/paritytech/substrate/pull/9681 ?,9658,2021-10-18T09:41:16Z,0
52,stale[bot],"Hey, is anyone still working on this? Due to the inactivity this issue has been automatically marked as stale. It will be closed if no further activity occurs. Thank you for your contributions.
",9658,2021-11-17T10:17:10Z,0
53,tomusdrw,bot merge,10307,2021-12-01T11:45:27Z,0
54,kianenigma,"also find this a bit over the top. It think the difference between: 

1. `impl pallet::Config for Runtime`
2. `impl pallet::SomeAPI for Runtime`

is pretty clear.

have you actually heard that people make this mistake often? Also if an API is called `Config` then what? ",10381,2021-11-30T12:30:00Z,0
55,gilescope,"I managed to make that mistake. I am pretty sure I won`t be the only one. @bkchr how about if I change the error to only spit out if there are multiple ""Config"" defined for which we would error out anyway? That would let someone do one if they wanted. but someone who got the wrong idea would likely have multiple...",10381,2021-11-30T15:47:37Z,0
56,bkchr,"Here come multiple things into play:

1. Runtime api is not Frame specific, it is Substrate core.
2. No one forces you to name your pallet trait `Config`, before it was for example called `Trait`(really bad naming). However, this name could maybe change again in the future.

Can we not improve the error message when you implement the ""same"" runtime api? ",10381,2021-11-30T16:01:17Z,0
57,bkchr,"This will require a full burn-in on Kusama and polkadot.

Use this here to do the burn-in: https://burnins.parity-chains.parity.io/

Use ""Sync from Scratch (only applies to full nodes)""",10025,2021-10-13T17:14:56Z,0
58,gilescope,"Hmm, the burnin seems to indicate it has slowed down finalisation... have checked the schnorrkel benches and they don't seem to have changed. Will check benchmarks near usage sites.",10025,2021-10-14T16:40:39Z,0
59,stale[bot],"Hey, is anyone still working on this? Due to the inactivity this issue has been automatically marked as stale. It will be closed if no further activity occurs. Thank you for your contributions.
",10025,2021-11-17T15:02:21Z,0
60,shawntabrizi,bot merge,10379,2021-11-29T19:34:50Z,0
61,paritytech-processbot[bot]," Error: 
Error: When trying to meet the ""Project Owners"" approval requirements: this pull request does not belong to a project defined in Process.json.

Approval by ""Project Owners"" is only attempted if other means defined in the [criteria for merge](https://github.com/paritytech/parity-processbot#criteria-for-merge) are not satisfied first.

The following errors **might** have affected the outcome of this attempt:
- 'Batch: Availability and Validity' does not match any projects in polkadot's Process.json
- 'Batch: Codebase Restructure' does not match any projects in polkadot's Process.json

Merge failed. Check out the [criteria for merge](https://github.com/paritytech/parity-processbot#criteria-for-merge). If you're not meeting the approval count, check if the approvers are members of substrateteamleads or core-devs.
",10379,2021-11-29T19:35:00Z,0
62,KiChjang,"Well, this is a bit awkward... the cumulus companion CI check is failing, because the cumulus PR requires changes from the polkadot companion PR, but the cumulus companion CI check doesn't use the polkadot companion to compile with the cumulus companion, sooo... wat do?",10379,2021-11-29T22:13:26Z,0
63,Mr-Leshiy,"@shawntabrizi , @KiChjang do I need to do any update here to fix it ? Or as I understood it is related to the another repositories ?",10379,2021-11-30T07:31:14Z,0
64,kianenigma,the cumulus companion check is a bit broken. I think you are good @Mr-Leshiy. ,10379,2021-11-30T07:51:00Z,0
65,bkchr,bot merge,10379,2021-12-01T21:30:17Z,0
66,paritytech-processbot[bot], Error: It's not possible to meet the minimal approval count of 1 in https://github.com/paritytech/cumulus/pull/810,10379,2021-12-01T21:30:26Z,0
67,bkchr,bot merge,10379,2021-12-01T21:31:01Z,0
68,paritytech-processbot[bot], Error: It's not possible to meet the minimal approval count of 1 in https://github.com/paritytech/polkadot/pull/4405,10379,2021-12-01T21:31:12Z,0
69,bkchr,bot merge,10379,2021-12-01T21:31:44Z,0
70,kevlu93,I would be interested in helping out! New to the code base though so would need some pointers to get started.,8457,2021-03-25T19:53:21Z,0
71,xlc,This helps but immortal tx with nonce of 0 is still going to be replayable ,8457,2021-03-31T00:40:42Z,0
72,stale[bot],"Hey, is anyone still working on this? Due to the inactivity this issue has been automatically marked as stale. It will be closed if no further activity occurs. Thank you for your contributions.
",8457,2021-07-07T19:13:19Z,0
73,Lohann,"Can I take this one? I just faced this issue trying to figure why two transactions in different blocks have the exactly same hash and signature, block explores rely in the tx_hash as unique transaction identifier.

Tx hash: `0x313da69888b43486a5bf717958d02e7228467fa48654c8bd690fe38b56370113`

https://polkascan.io/polkadot/block/7911545
https://polkascan.io/polkadot/block/7854172",8457,2021-12-02T00:39:06Z,0
74,shawntabrizi,"That problem is not the same thing as mentioned in this issue.

A tx hash is literally a hash of the tx input data, and can be the same if the same inputs are used AFAIK.

The unique identifier for a tx is (block number, extrinsic index).",8457,2021-12-02T01:55:36Z,0
75,Lohann,"Correct, they have the same hash because the account reuse the same nonce and call the same extrinsic twice. You can see here that the account `13Z4eAVmUt4we1K623cFgYHMnFSDC4cmuJUrGTuUEbZRuyf3` was reaped and created many times:
https://polkascan.io/polkadot/account/13Z4eAVmUt4we1K623cFgYHMnFSDC4cmuJUrGTuUEbZRuyf3#balance-history

This is very counter intuitive, once in all other blockchain I know the transaction hash is global unique (bitcoin, ethereum, cardano, etc), using `block_number + extrinsic_index` as unique identifier is not very usual and should be better documented. Also I don't think the block explorers are aware about this issue, if you use polkascan for example and click in the transaction, it will display the same block instead show the tx in different blocks.",8457,2021-12-02T02:23:45Z,0
76,Lohann,"In my opinion, is better to disable the `Pallet::<T>::on_killed_account(who.clone())` functionality in the System Pallet until this issue if fixed, then create a migration which deletes all accounts without providers in the future. Because I consider the risk o replay attack worst than the risk of state bloating.

https://github.com/paritytech/substrate/blob/polkadot-v0.9.13/frame/system/src/lib.rs#L1080-L1085

I don't think people are aware that if their account is deleted then re-created, they can suffer replay attacks.",8457,2021-12-02T02:29:14Z,0
77,Lohann,"I noticed that fixing the nonce initialization is not trivial:
- https://github.com/paritytech/substrate/pull/8822
- https://github.com/paritytech/frontier/issues/445

So my suggestion is doing a band-aid solution to prevent replay attacks, maybe something like this:

[frame/system/src/lib.rs#L1080-L1085](https://github.com/paritytech/substrate/blob/polkadot-v0.9.13/frame/system/src/lib.rs#L1080-L1085)
```rust
(1, 0, 0) => {
	// No providers left (and no consumers) and no sufficients. Account dead.

	if account.nonce == 0 {
		Pallet::<T>::on_killed_account(who.clone());
		Ok(DecRefStatus::Reaped)
	} else {
		// Mark the account to be reaped in a future migration
	}
},
```",8457,2021-12-02T02:45:20Z,0
78,shawntabrizi,"> same hash because the account reuse the same nonce and call the same extrinsic twice

This is not accurate. The tx hash does not include the nonce of the user or the account. Any two accounts will generate the same tx hash with the same tx and inputs. It is literally the hash of the tx bytes, not a unique identifier.

> I don't think people are aware that if their account is deleted then re-created, they can suffer replay attacks.

This is a completely documented and known thing with functions already built into polkadot to prevent it.

All extrinsics have a configurable transaction lifetime or mortality. You can learn more about that here: https://wiki.polkadot.network/docs/build-protocol-info#transaction-mortality

Transaction hash is different than a transaction payload + signature, which could look the same if an immortal transaction is generated. But as noted in our documentation and done by all the APIs, this is not recommended to do ever.",8457,2021-12-02T02:47:21Z,0
79,shawntabrizi,"I am not sure what to respond here. It is a part of the protocol, I am sure you and I both don't know every detail of Polkadot, however this is a feature which exists and when used correctly, can prevent tx replays.

Every wallet creator worth their salt in the Polkadot ecosystem should definitely make sure to provide only mortal transactions by default.

The document I provide above talks about both transaction mortality, and also mentions the misconception about transaction hash. I recommend you read the full document, then re-engage into the conversation.",8457,2021-12-02T03:03:47Z,0
80,shawntabrizi,Please add some tests.,10397,2021-11-30T20:29:18Z,0
81,athei,No longer needed because I was able to solve this differently: I am no longer reserving the balance at the sender before sending it to the receiver. I send it as free balance (which is allowed to create an account)  and then reserve it in the receiver account.,10397,2021-12-01T14:16:26Z,0
82,kianenigma,"A very good example + inspiration of how this can be done is implemented by @apopiak here: https://github.com/apopiak/stablecoin/blob/master/storage-adapters/src/priority_queue.rs

(I don't mean the logic of chunking, but rather the way you can create new types that are generic over some arguments that are bounded to `StorageMap` and `StorageValue` etc.)",2619,2020-04-07T15:33:13Z,0
83,apopiak,"@kianenigma Was wondering whether to take a shot at implementing this, but cannot find the Council and Indices implementations. :sweat_smile: 
Any pointers?",2619,2020-04-07T17:14:24Z,0
84,apopiak,"ok, I think I found it, do you mean the voters in elections [here](https://github.com/paritytech/substrate/blob/028a71594f93edc1c105c85f425760943a362f8e/frame/elections/src/lib.rs#L248)?",2619,2020-04-07T17:20:37Z,0
85,marcio-diaz,"> ok, I think I found it, do you mean the voters in elections [here](https://github.com/paritytech/substrate/blob/028a71594f93edc1c105c85f425760943a362f8e/frame/elections/src/lib.rs#L248)?

Yes, I  was just going to paste a link there.",2619,2020-04-07T17:30:00Z,0
86,stale[bot],"Hey, is anyone still working on this? Due to the inactivity this issue has been automatically marked as stale. It will be closed if no further activity occurs. Thank you for your contributions.
",2619,2021-07-07T20:23:34Z,0
87,kianenigma,"This issue is quite old, but I think it is still interesting to keep around. It can be implemented now easier with the new storage types.",2619,2021-07-08T09:06:39Z,0
88,pepyakin,сс @andresilva ,10401,2021-12-01T15:43:47Z,0
89,bkchr,"As the error says, you can not return an empty vector there. What you are decoding there, is clearly not a correct vector with the required values.",10401,2021-12-01T21:09:15Z,0
90,MatthewDarnell,"> As the error says, you can not return an empty vector there. What you are decoding there, is clearly not a correct vector with the required values.

I realize it's not a correct vector. I'm assuming that the correct byte layout of looks like a `Vec<( [u8; 32], u64)>`. I just thought that it's a bug because it self reports as a bug and crashes the node.",10401,2021-12-01T21:21:20Z,0
91,bkchr,"> I just thought that it's a bug because it self reports as a bug and crashes the node

That is because it is a panic/a hard constraint.",10401,2021-12-01T22:38:46Z,0
92,MatthewDarnell,"> > I just thought that it's a bug because it self reports as a bug and crashes the node
> 
> That is because it is a panic/a hard constraint.

So it's expected behavior? That's fine, I will close the issue if so.

Btw, I'm just trying to find any return value from the function that passes. The function signature in the wasm says it returns an `i64` but it seems too small to return a Vector containing this tuple. ",10401,2021-12-02T00:45:08Z,0
93,bkchr,"https://github.com/paritytech/substrate/blob/master/primitives/core/src/lib.rs#L400-L420

All runtime api functions return an `i64`. This `i64` is the pointer + length of the SCALE encoded return type. The function I listed above is the one that creates this return type. This should help you to create the correct value.",10401,2021-12-02T08:49:00Z,0
94,bkchr,"> So it's expected behavior? That's fine, I will close the issue if so.

Yes that is expected. Aka we require that genesis always returns a non-empty vec.",10401,2021-12-02T08:49:33Z,0
95,pepyakin,"In Parity we stick to this ""proof or remove"" policy about panics. That is, the panics should either come with a proof that they will never-ever fire or removed completely (either by type-system or returning a `Result` or w/e).

Correct me if I am wrong, but the proof there is a complete bogus. It, apparently, relies on the `GrandpaApi_grandpa_authorities` to return a non-empty list. The client code cannot rely on this particular behavior, because, well as was proven by the OP's counter-example, nothing stops runtime to return anything. Hence, the proof is wrong and the code needs to be changed.

↑ This said with my pedantic hat on.
↓ That said with my pragmatic hat on.

I understand that fixing this may lead to massive refactorings and won't give any benefit because all sane runtimes do return some values from here. If that's the case, I think we can still leave this issue be until it can be fixed. Say, if a massive refactoring is planned anyway, we can fix this as well. Then perhaps we should add a comment explaining situation and change the comment in a way that it does not pretend that this is a real proof meanwhile.

",10401,2021-12-02T10:57:41Z,0
96,bkchr,"> Correct me if I am wrong, but the proof there is a complete bogus. It, apparently, relies on the `GrandpaApi_grandpa_authorities` to return a non-empty list. The client code cannot rely on this particular behavior, because, well as was proven by the OP's counter-example, nothing stops runtime to return anything. Hence, the proof is wrong and the code needs to be changed.

Without having checked the code, I assume that you could also return an error. The point here being, that you *NEED* to have authorities in genesis, if not it is wrong/a failure or call it whatever you want. We have certain places where we have such panics, where if something is not that way we can only panic because it is just wrong.",10401,2021-12-02T11:49:52Z,0
97,pepyakin,"Yeah, I didn't mean to say that this is a correct condition, just that the panic seems to be inappropriate and a graceful error should be used instead.",10401,2021-12-02T11:57:39Z,0
98,andresilva,"We could turn this into an error, but what we'll end up doing anyway is panic once we see that error. I'd prefer that instead we use some kind of `NonEmptyVec` type for such cases.",10401,2021-12-02T12:18:20Z,0
99,bkchr,"Please use master, this old version doesn't compile anymore because this one `parking_lot` version was removed from crates.io.",10404,2021-12-02T10:33:03Z,0
100,kittywhiskers,Noted. Are there any plans to have an LTS release?,10404,2021-12-02T10:36:10Z,0
101,bkchr,Not at the moment.,10404,2021-12-02T13:22:20Z,0
102,bkchr,Why isn't that implemented in Polkadot itself?,10410,2021-12-02T15:24:04Z,0
103,sandreim,"> Why isn't that implemented in Polkadot itself?

I initially wanted to do it in Polkadot, but I didn't find a way without adding the extension in substrate. However, after discussing with @drahnr I understand that we can reuse the `WasmTracing` interface (`event` API helps our usecase) and just implement the metrics publishing in Polkadot.
That being said, I'll close this PR.

",10410,2021-12-02T15:57:10Z,0
104,sander2,"I looked some more into this. It turns out that the `author_extrinsicUpdate` _always_ is fired with `""result"":""ready""` and `""result"":{""inBlock`, but `""result"":{""finalized""` is fired only sometimes. I ruled out a client-side issue by testing with both SubXt and PolkadotJs, and I verified that the message is not sent by using `tcpdump`.  

Steps to reproduce:
- Build any runtime with instant-seal, with `finalize: true`
- run tcpdump, e.g. `tcpdump -l -i lo -A port 9944 | grep author_extrinsicUpdate`
- dispatch any extrinsic and listen for the result
- observe that `{""jsonrpc"":""2.0"",""method"":""author_extrinsicUpdate"",""params"":{""result"":{""finalized""` only sometimes shows up",10279,2021-12-02T16:41:11Z,0
105,apopiak,"IMO the `transaction_version` would still need to change on removal, but the migration would be trivial.",10408,2021-12-02T13:47:36Z,0
106,bkchr,"> IMO the `transaction_version` would still need to change on removal, but the migration would be trivial.

No, because there would be no harm. The call would fail to decode, aka nothing serious would happen.",10408,2021-12-02T21:22:51Z,0
107,xlc,Um... Does this means `remove_all` is unsafe to be used by parachains? Do we need to re-audit all the usage of it?,10231,2021-11-16T21:44:18Z,0
108,thiolliere,"> Um... Does this means `remove_all` is unsafe to be used by parachains? Do we need to re-audit all the usage of it?

remove_all for counted storage map doesn't allow to give bounds on the number of value to remove from backend, thus in case you remove too many keys, this can go beyond PoV size.

Also benchmarks should already count the number of storage access in general.",10231,2021-11-17T00:54:14Z,0
109,xlc,Ok. So as long as we correctly benchmark all the calls using remove_all we should be mostly fine.,10231,2021-11-17T01:09:23Z,0
110,thiolliere,bot merge,10231,2021-11-17T01:29:25Z,0
111,paritytech-processbot[bot]," Error: 
Error: When trying to meet the ""Project Owners"" approval requirements: this pull request does not belong to a project defined in Process.json.

Approval by ""Project Owners"" is only attempted if other means defined in the [criteria for merge](https://github.com/paritytech/parity-processbot#criteria-for-merge) are not satisfied first.

The following errors **might** have affected the outcome of this attempt:
- 'Batch: Availability and Validity' does not match any projects in polkadot's Process.json
- 'Batch: Codebase Restructure' does not match any projects in polkadot's Process.json

Merge failed. Check out the [criteria for merge](https://github.com/paritytech/parity-processbot#criteria-for-merge). If you're not meeting the approval count, check if the approvers are members of substrateteamleads or core-devs.
",10231,2021-11-17T01:29:33Z,0
112,thiolliere,companion needs a review,10231,2021-12-01T05:22:49Z,0
113,shawntabrizi,reminder on this one,10231,2021-12-02T16:08:30Z,0
114,thiolliere,bot merge,10231,2021-12-03T04:06:46Z,0
115,paritytech-processbot[bot],Waiting for commit status.,10231,2021-12-03T04:06:56Z,0
116,paritytech-processbot[bot],Merge cancelled due to error. Error: Companion https://github.com/paritytech/polkadot/pull/4306 has error: Checks failed for bfccb973507ebc8d3a28a514e6a8f38073216fdb,10231,2021-12-03T04:11:14Z,0
117,thiolliere,bot merge,10231,2021-12-03T05:58:01Z,0
118,athei,/benchmark runtime pallet pallet_contracts,10146,2021-11-01T22:32:37Z,0
119,athei,/benchmark runtime pallet pallet_contracts,10146,2021-11-02T11:45:43Z,0
