,author,body,number,created_at,empty
27,bors-servo,:broken_heart: Test failed - [checks-github](https://github.com/servo/servo/runs/4392768778?check_suite_focus=true),28636,2021-12-02T09:05:05Z,0
28,jdm,"@bors-servo retry
* #28637",28636,2021-12-02T14:04:56Z,0
29,bors-servo,:hourglass: Testing commit bcb1374256da69d905a75dd63b39f293cbada8b6 with merge e46d952efdf8c3c0a10cec35c22636d750347c56...,28636,2021-12-02T14:05:02Z,0
30,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4397704450?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/WqfG4F5pS_C23y8UsJmosA)
Approved by: jdm
Pushing e46d952efdf8c3c0a10cec35c22636d750347c56 to master...",28636,2021-12-02T16:19:41Z,0
31,servo-wpt-sync,Error syncing changes upstream. Logs saved in error-snapshot-1638482738449.,28638,2021-12-02T22:05:39Z,0
32,highfive,"Heads up! This PR modifies the following files:
 * @asajeffrey: components/script/dom/identityhub.rs
 * @kichjang: components/script/dom/identityhub.rs",28638,2021-12-02T22:05:40Z,0
33,highfive,"<img src=""http://www.joshmatthews.net/warning.svg"" alt=""warning"" height=20> **Warning** <img src=""http://www.joshmatthews.net/warning.svg"" alt=""warning"" height=20>

* These commits modify script code, but no tests are modified. Please consider adding a test!",28638,2021-12-02T22:05:42Z,0
34,servo-wpt-sync,Error syncing changes upstream. Logs saved in error-snapshot-1638482742926.,28638,2021-12-02T22:05:43Z,0
35,jdm,@bors-servo r+,28638,2021-12-02T22:06:40Z,0
36,bors-servo,":pushpin: Commit 898f66b has been approved by `jdm`

<!-- @bors-servo r=jdm 898f66bcd009187a4173cbcf8f566f2594cb7c57 -->",28638,2021-12-02T22:06:41Z,0
37,bors-servo,:hourglass: Testing commit 898f66bcd009187a4173cbcf8f566f2594cb7c57 with merge b049c5b54b0efc8b57b771f73b30f5347c3c3ce3...,28638,2021-12-02T22:06:44Z,0
38,bors-servo,:broken_heart: Test failed - [checks-github](https://github.com/servo/servo/runs/4402755130?check_suite_focus=true),28638,2021-12-03T00:47:03Z,0
39,CYBAI,@bors-servo retry,28638,2021-12-03T01:34:08Z,0
40,bors-servo,:hourglass: Testing commit 898f66bcd009187a4173cbcf8f566f2594cb7c57 with merge c128c9a609349b522e7c1fd948a5eb6b4288e1d2...,28638,2021-12-03T01:34:12Z,0
41,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4404074457?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/UE5-lNsSQNC3oUxmyWntFg)
Approved by: jdm
Pushing c128c9a609349b522e7c1fd948a5eb6b4288e1d2 to master...",28638,2021-12-03T04:14:39Z,0
42,jdm,There is no android version.,28640,2021-12-08T00:23:56Z,0
43,servo-wpt-sync,Error syncing changes upstream. Logs saved in error-snapshot-1639424850790.,28643,2021-12-13T19:47:31Z,0
44,dependabot[bot],"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`. You can also ignore all major, minor, or patch releases for a dependency by adding an [`ignore` condition](https://docs.github.com/en/code-security/supply-chain-security/configuration-options-for-dependency-updates#ignore) with the desired `update_types` to your config file.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",28643,2021-12-14T01:09:44Z,0
45,highfive,"Heads up! This PR modifies the following files:
 * @wafflespeanut: python/servo/testing_commands.py, python/servo/bootstrap.py",28644,2021-12-15T08:09:37Z,0
46,jdm,"@bors-servo r+
Thanks!",28644,2021-12-15T14:16:53Z,0
47,bors-servo,":pushpin: Commit 43b38e3 has been approved by `jdm`

<!-- @bors-servo r=jdm 43b38e3e370e15a82409f8dbcbf408abd7d28e8e -->",28644,2021-12-15T14:16:54Z,0
48,bors-servo,:hourglass: Testing commit 43b38e3e370e15a82409f8dbcbf408abd7d28e8e with merge 64e8ad67c731af068f5e4e235b087cec7f78d1c4...,28644,2021-12-15T14:16:58Z,0
49,bors-servo,:broken_heart: Test failed - [checks-github](https://github.com/servo/servo/runs/4539890548?check_suite_focus=true),28644,2021-12-15T21:12:39Z,0
50,jdm,"@bors-servo retry
AWS outage.",28644,2021-12-15T21:56:58Z,0
51,bors-servo,:hourglass: Testing commit 43b38e3e370e15a82409f8dbcbf408abd7d28e8e with merge 8650794391729c6fee34bc2644ccbb85bd8fd58d...,28644,2021-12-15T21:57:02Z,0
52,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4541504275?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/Ym8H1WI_RGOkNNc-jDZnMQ)
Approved by: jdm
Pushing 8650794391729c6fee34bc2644ccbb85bd8fd58d to master...",28644,2021-12-16T00:17:07Z,0
53,lnishan,Interesting idea! :),15829,2017-03-07T03:03:43Z,0
54,paulrouget,"If anyone wants to work on this, and plan to embed servo without using CEF, take a look at this list of embedding issues you might end up running into: https://github.com/paulrouget/servoshell/projects/2",15829,2017-03-07T06:21:11Z,0
55,meh,"That's my plan for [this](https://github.com/meh/miserve), just hoping servo matures enough by the time the plug is pulled on XUL addons.",15829,2017-03-27T16:29:18Z,0
56,xTpx,Is there any progress? ,15829,2021-12-16T17:35:11Z,0
57,jdm,[The line in question](https://github.com/servo/servo/blob/9693111c9744407730d7fc971a33800a831d575e/components/style/build.rs#L60) is trying to run python. Did you follow the instructions in https://github.com/servo/servo/blob/master/README.md#on-windows-msvc?,28626,2021-11-14T19:48:28Z,0
58,yzn-h,"I followed the instructions word by word
![image](https://user-images.githubusercontent.com/63852512/141791252-c42bd90d-7f3d-4b4a-98a3-7af5370adbd7.png)
",28626,2021-11-15T15:11:38Z,0
59,Florian-Schoenherr,https://github.com/servo/servo/blob/9693111c9744407730d7fc971a33800a831d575e/README.md?plain=1#L194 should do it (of course only if that is the path where you installed python),28626,2021-11-15T16:12:51Z,0
60,yzn-h,im runing pop os now and it is working.,28626,2021-12-17T19:04:07Z,0
61,highfive,"Heads up! This PR modifies the following files:
 * @asajeffrey: components/script/dom/response.rs
 * @kichjang: components/script/dom/response.rs",28645,2021-12-17T18:11:43Z,0
62,highfive,"<img src=""http://www.joshmatthews.net/warning.svg"" alt=""warning"" height=20> **Warning** <img src=""http://www.joshmatthews.net/warning.svg"" alt=""warning"" height=20>

* These commits modify script code, but no tests are modified. Please consider adding a test!",28645,2021-12-17T18:11:45Z,0
63,jdm,"@bors-servo r+
Thanks!",28645,2021-12-18T03:00:16Z,0
64,bors-servo,":pushpin: Commit a744ac2 has been approved by `jdm`

<!-- @bors-servo r=jdm a744ac26dae5c6de52569da1af3875943f7f98af -->",28645,2021-12-18T03:00:17Z,0
65,bors-servo,:hourglass: Testing commit a744ac26dae5c6de52569da1af3875943f7f98af with merge 8dc59c698529bf7ca45f06f468311414dd132fce...,28645,2021-12-18T03:00:21Z,0
66,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4567992856?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/KVGYJeV_RDCbk4E3_0RqUw)
Approved by: jdm
Pushing 8dc59c698529bf7ca45f06f468311414dd132fce to master...",28645,2021-12-18T05:28:24Z,0
67,dependabot[bot],Superseded by #28646.,28630,2021-12-20T16:34:31Z,0
68,highfive,"Heads up! This PR modifies the following files:
 * @wafflespeanut: python/mach/README.rst, python/mach/setup.cfg, python/mach/mach.egg-info/top_level.txt, python/mach/setup.py, python/mach/mach/__init__.py and 19 more",28648,2021-12-21T15:57:57Z,0
69,jdm,@bors-servo r+,28648,2021-12-21T15:58:32Z,0
70,bors-servo,":pushpin: Commit f4de057 has been approved by `jdm`

<!-- @bors-servo r=jdm f4de057784291f9619191f22b386d9b699507667 -->",28648,2021-12-21T15:58:33Z,0
71,bors-servo,:hourglass: Testing commit f4de057784291f9619191f22b386d9b699507667 with merge 708bf2f637d7b282161aace3db3008601622b978...,28648,2021-12-21T15:58:36Z,0
72,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4598507236?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/Tf1WlX7QSOaeDpBaETRG1A)
Approved by: jdm
Pushing 708bf2f637d7b282161aace3db3008601622b978 to master...",28648,2021-12-21T18:16:37Z,0
73,nobodywasishere,"This seems like a problem with the upstream package [mach](https://pypi.org/project/mach/), which hasn't been updated with the [latest version](https://github.com/bolucat/Firefox/tree/master/python/mach) of mach in the Firefox source code, which (after a quick look) has [fixes](https://github.com/bolucat/Firefox/blob/870b30b7c207435654882f036e666beba67ee861/python/mach/mach/main.py#L19) for these issues.",28631,2021-12-18T05:20:02Z,0
74,jdm,"I asked whether the Firefox build developers could publish a new version, but they recommend vendoring the current package and cherry-picking/fixing whatever is blocking us. That's the path I intend to follow.",28631,2021-12-21T15:21:45Z,0
75,jdm,"Once #28648 merges, we'll be able to apply any fixes necessary to support new python versions inside `python/mach/mach`.",28631,2021-12-21T15:59:15Z,0
76,highfive,"Heads up! This PR modifies the following files:
 * @wafflespeanut: python/mach/mach/main.py",28649,2021-12-22T04:53:50Z,0
77,jdm,@bors-servo r+,28649,2021-12-22T04:54:07Z,0
78,bors-servo,":pushpin: Commit c709f36 has been approved by `jdm`

<!-- @bors-servo r=jdm c709f366918a4dd91b4894f6b1fd740357c4507d -->",28649,2021-12-22T04:54:08Z,0
79,bors-servo,:hourglass: Testing commit c709f366918a4dd91b4894f6b1fd740357c4507d with merge 10fa3085d9d3b612cad7bcba8cb264eba8c54284...,28649,2021-12-22T04:54:11Z,0
80,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4605875360?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/GKlKcdNfSpyYzzpbHhnoJA)
Approved by: jdm
Pushing 10fa3085d9d3b612cad7bcba8cb264eba8c54284 to master...",28649,2021-12-22T10:49:03Z,0
81,jdm,"You can work around this by cloning https://github.com/servo/mozjs/ and modifying https://github.com/servo/mozjs/blob/d0f33e89cf3881a8032dba6a109b4e42f1f1b690/mozjs/build/moz.configure/toolchain.configure#L155 to read 11.3, then [patching](https://doc.rust-lang.org/cargo/reference/overriding-dependencies.html#overriding-repository-url) mozjs_sys to use the local clone. ",28244,2021-03-06T01:37:42Z,0
82,adamgering,"There's another work-around described here:
https://firefox-source-docs.mozilla.org/setup/macos_build.html#macos-sdk-is-unsupported

My question is, where should the mozconfig file be placed to specify the SDK path?
And setting the MOZCONFIG environment var to the location of the mozconfig does not work (?!)",28244,2021-06-21T22:33:38Z,0
83,jdm,The supported workaround for servo is setting the MACOS_SDK_PATH environment variable to point to a supported SDK: https://github.com/servo/mozjs/blob/ef986b1a2c23081fe4d37aeaab5323d3dec033f3/makefile.cargo#L14 . A supported one can be acquired from https://github.com/phracker/MacOSX-SDKs.,28244,2021-06-22T00:08:22Z,0
84,PhotonQuantum,"I also encountered this issue when building servo today, and was guided to https://firefox-source-docs.mozilla.org/setup/macos_build.html#macos-sdk-is-unsupported incorrectly.

```
  --- stderr
  ERROR: SDK version ""12.0"" is unsupported. Please downgrade to version 11.1. See the manual SDK installation docs: https://firefox-source-docs.mozilla.org/setup/macos_build.html#macos-sdk-is-unsupported
  make: *** [maybe-configure] Error 1
  thread 'main' panicked at 'assertion failed: result.success()', /Users/lightquantum/.cargo/git/checkouts/mozjs-fa11ffc7d4f1cc2d/de147f0/build.rs:172:5
```

Is there any plan to update the build error message to avoid misunderstanding?",28244,2021-11-10T13:44:42Z,0
85,jdm,I've filed https://github.com/servo/mozjs/issues/289 about that idea.,28244,2021-11-10T14:00:12Z,0
86,jdm,@bors-servo r+,28650,2021-12-23T00:07:13Z,0
87,bors-servo,":pushpin: Commit 23f7ce6 has been approved by `jdm`

<!-- @bors-servo r=jdm 23f7ce65534a2e5af5f35190c34d8e30d0e73b84 -->",28650,2021-12-23T00:07:15Z,0
88,bors-servo,:hourglass: Testing commit 23f7ce65534a2e5af5f35190c34d8e30d0e73b84 with merge 38b853b66a8635054dfb0e77dc2c000e2ae364a5...,28650,2021-12-23T00:07:18Z,0
89,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4613836336?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/cPzH3XVaRVaktJRjdINdBA)
Approved by: jdm
Pushing 38b853b66a8635054dfb0e77dc2c000e2ae364a5 to master...",28650,2021-12-23T02:36:41Z,0
90,servo-wpt-sync,Error syncing changes upstream. Logs saved in error-snapshot-1640576279609.,28652,2021-12-27T03:38:00Z,0
91,jdm,@bors-servo r+,28652,2021-12-27T03:38:04Z,0
92,bors-servo,":pushpin: Commit 6ef413b has been approved by `jdm`

<!-- @bors-servo r=jdm 6ef413ba8d4f4522c338263c11a891e11fa770c6 -->",28652,2021-12-27T03:38:05Z,0
93,bors-servo,:hourglass: Testing commit 6ef413ba8d4f4522c338263c11a891e11fa770c6 with merge 511cbc46a09a812d55eac801e810fcfc42e53b0f...,28652,2021-12-27T06:17:43Z,0
94,bors-servo,:broken_heart: Test failed - [checks-github](https://github.com/servo/servo/runs/4641947641?check_suite_focus=true),28652,2021-12-27T12:18:13Z,0
95,jdm,@bors-servo retry,28652,2021-12-27T21:18:04Z,0
96,bors-servo,:hourglass: Testing commit 6ef413ba8d4f4522c338263c11a891e11fa770c6 with merge 2353902ebbe9aa03a37f52145a88bd1d26275ea5...,28652,2021-12-27T21:18:08Z,0
97,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4645929036?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/G-eHl77ASRCTicAR4NOq7w)
Approved by: jdm
Pushing 2353902ebbe9aa03a37f52145a88bd1d26275ea5 to master...",28652,2021-12-27T23:39:37Z,0
98,jdm,"@bors-servo r+
Thanks!",28651,2021-12-26T16:54:18Z,0
99,bors-servo,":pushpin: Commit 127463a has been approved by `jdm`

<!-- @bors-servo r=jdm 127463a2c55198ffe9fb371a362a53a406c16f96 -->",28651,2021-12-26T16:54:19Z,0
100,bors-servo,:hourglass: Testing commit 127463a2c55198ffe9fb371a362a53a406c16f96 with merge 0865db3995e90e9a26b5369c4f6a1a0877b3c34b...,28651,2021-12-26T16:54:23Z,0
101,bors-servo,:broken_heart: Test failed - [checks-github](https://github.com/servo/servo/runs/4637881426?check_suite_focus=true),28651,2021-12-26T21:31:15Z,0
102,jdm,@bors-servo retry,28651,2021-12-26T21:32:22Z,0
103,bors-servo,:hourglass: Testing commit 127463a2c55198ffe9fb371a362a53a406c16f96 with merge 9aa6a98bf56c4336d3867e4abdbf279ad462268c...,28651,2021-12-26T21:32:26Z,0
104,bors-servo,:broken_heart: Test failed - [checks-github](https://github.com/servo/servo/runs/4639226350?check_suite_focus=true),28651,2021-12-27T03:32:58Z,0
105,jdm,@bors-servo retry,28651,2021-12-27T03:37:22Z,0
106,bors-servo,:hourglass: Testing commit 127463a2c55198ffe9fb371a362a53a406c16f96 with merge ba9187308ab024ad85241666322d1b619b462031...,28651,2021-12-27T03:37:25Z,0
107,bors-servo,:broken_heart: Test failed - [checks-github](https://github.com/servo/servo/runs/4639907185?check_suite_focus=true),28651,2021-12-27T06:17:41Z,0
108,jdm,@bors-servo retry,28651,2021-12-27T23:08:25Z,0
109,bors-servo,:hourglass: Testing commit 127463a2c55198ffe9fb371a362a53a406c16f96 with merge 4f1ca4d1bc6a50feb298f35839797372c50733c8...,28651,2021-12-27T23:39:42Z,0
110,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4646682177?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/Fj2iGcw-RHaOA8EkgLachw)
Approved by: jdm
Pushing 4f1ca4d1bc6a50feb298f35839797372c50733c8 to master...",28651,2021-12-28T02:20:06Z,0
111,jdm,"Oh, I think you might get more useful output if you change [this line](https://github.com/servo/servo/blob/8dc59c698529bf7ca45f06f468311414dd132fce/python/servo/build_commands.py#L320) to `stdout=subprocess.PIPE, stderr=subprocess.PIPE, shell=True)`.",28647,2021-12-21T04:50:44Z,0
112,SlashScreen,"Okay, I'm getting closer. Now I'm getting:
```
Failed to run vcvarsall. stderr:
The system cannot find the path specified.
```
I'm, not entirely sure what file it's referring to. I don't know my way around the project yet.",28647,2021-12-21T04:55:58Z,0
113,jdm,It's trying to run vcvarsall.bat from the Visual Studio installation. Apparently the path to it from https://github.com/servo/servo/blob/8dc59c698529bf7ca45f06f468311414dd132fce/python/servo/build_commands.py#L319 doesn't match your setup for some reason.,28647,2021-12-21T14:35:17Z,0
114,SlashScreen,"Ok, turns out I hadn't installed visual studio redist properly.
Sorry to keep bothering, but now when I try building, it gives me a Lot of panic about LLVM while compiling strsim v0.9.3. 
the gist of it is:
```
lld-link: error: could not open 'kernel32.lib': no such file or directory
lld-link: error: could not open 'ws2_32.lib': no such file or directory
lld-link: error: could not open 'bcrypt.lib': no such file or directory
lld-link: error: could not open 'advapi32.lib': no such file or directory
lld-link: error: could not open 'userenv.lib': no such file or directory
lld-link: error: could not open 'kernel32.lib': no such file or directory
lld-link: error: could not open 'msvcrt.lib': no such file or directory
```
but I can give the full, very long output if it's necessary.
I have tried using both the 64 and 32 bit version of LLVM, and linking LLVM in .cargo/config.toml. What am I doing wrong? I've never heard of LLVM so I'm not familiar with how it thinks. Some cursory google searching only revealed problems with VS specifically, but I'm using VSCode and the same thing happens when I run it in powershell. This also happens with both the python and the mach.bat, although that shouldn't be the issue, seeing as mach.bat simply runs the python script.",28647,2021-12-22T04:49:30Z,0
115,jdm,The only supported windows builds use Visual Studio. It's hard to tell what you're actually trying to do if you're not following the steps from the README.,28647,2021-12-22T04:51:08Z,0
116,SlashScreen,"Oh, I'm sorry. I must have misunderstood. I followed all the steps, but I wasnt using Visual Studio, but instead Vim and VSCode.",28647,2021-12-22T05:30:02Z,0
117,jdm,"The most important questions are:
* What version of Visual Studio is installed?
* what terminal are you running build commands from?",28647,2021-12-22T12:55:49Z,0
118,SlashScreen,"I have Visual Studio build tools 16.11.8. I used both Powershell and the built in terminal for VSCode, which is also powershell.",28647,2021-12-29T02:06:51Z,0
119,jdm,"@bors-servo r+
Thanks!",28654,2021-12-30T15:21:41Z,0
120,bors-servo,":pushpin: Commit edd082c has been approved by `jdm`

<!-- @bors-servo r=jdm edd082cdbc10394d12040013657ae684da51f7a3 -->",28654,2021-12-30T15:21:42Z,0
121,bors-servo,:hourglass: Testing commit edd082cdbc10394d12040013657ae684da51f7a3 with merge 21bbca4609419923b02b8801c383cac877476192...,28654,2021-12-30T15:21:45Z,0
122,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4668731486?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/KNgINxkbRxOzMwo211oiwg)
Approved by: jdm
Pushing 21bbca4609419923b02b8801c383cac877476192 to master...",28654,2021-12-30T17:48:51Z,0
123,jdm,"From looking at the layout inspector in Firefox, it looks like Servo isn't picking up the `background` CSS property on the root `<html>` element.",28464,2021-07-24T16:16:59Z,0
124,vpzomtrrfrt,"The site uses `background: rgba(0, 0, 0, 0) url(""https://xeredo.it/5-light.2eb370b2.jpg"") no-repeat fixed center center / cover;` as a style. Looks like servo doesn't like `fixed` here, as removing it makes the image appear.

Might be related to #19669?",28464,2021-12-30T18:01:28Z,0
125,servo-wpt-sync,Error syncing changes upstream. Logs saved in error-snapshot-1640951753312.,28655,2021-12-31T11:55:53Z,0
126,jdm,"@bors-servo r+
Thanks!",28655,2021-12-31T15:46:08Z,0
127,bors-servo,":pushpin: Commit 5e97e6c has been approved by `jdm`

<!-- @bors-servo r=jdm 5e97e6c07c6b6a0675d3d71ec01b8d546529d8c8 -->",28655,2021-12-31T15:46:09Z,0
128,bors-servo,:hourglass: Testing commit 5e97e6c07c6b6a0675d3d71ec01b8d546529d8c8 with merge d1086be7483ce638798315fd17539f0e6898ebb9...,28655,2021-12-31T15:46:13Z,0
129,bors-servo,":sunny: Test successful - [checks-github](https://github.com/servo/servo/runs/4675330196?check_suite_focus=true), [status-taskcluster](https://community-tc.services.mozilla.com/tasks/groups/Qu-4E-fuRVux9dM5GmEu5w)
Approved by: jdm
Pushing d1086be7483ce638798315fd17539f0e6898ebb9 to master...",28655,2021-12-31T18:07:03Z,0
130,servo-wpt-sync,Error syncing changes upstream. Logs saved in error-snapshot-1640974032321.,28655,2021-12-31T18:07:12Z,0
131,SlashScreen,"should note that I did this a few times, and i got to google by running ./mach run --release http://www.google.com.",28653,2021-12-29T05:44:08Z,0
