,author,body,number,created_at,empty
10,yu-re-ka,"Becaus `&'str` was not available for use in const generic arguments, I used a macro to build multiple structs.

```
macro_rules! generate_fromparam_ext {
    ($struct_name: ident, $ext: expr) => {
        struct $struct_name<'a> (&'a str);
        impl<'a> FromParam<'a> for $struct_name<'a> {
            type Error = ();

            fn from_param(param: &'a str) -> Result<Self, Self::Error> {
                match param.strip_suffix($ext) {
                    None => Err(()),
                    Some(x) => FromParam::from_param(x).map(|x| $struct_name(x)).map_err(|_| ()),
                }
            }
        }
    };
}

generate_fromparam_ext!(NarinfoName, "".narinfo"");",339,2021-12-13T21:03:49Z,0
11,jebrosen,"The problem is actually that `Serialize` is not implemented for `Users`: https://api.rocket.rs/v0.4/rocket_contrib/json/struct.Json.html#sending-json

I think if you had tried to return `-> Json<Vec<Users>>`, the error message would say that. The implementation of `Responder` for `Result` uses the unstable specialization feature, which has the side effect of making the error message less helpful.",1022,2019-06-02T17:27:35Z,0
12,JayHelton,"@jebrosen WOW, I apologize for missing that. Thank you very much!",1022,2019-06-02T19:03:16Z,0
13,vladinator1000,"It's weird how just flipping the types makes it clearer. I had the same problem using Diesel's QueryResult type: 
` QueryResult<Json<Vec<Post>>>` -> ` Json<QueryResult<Vec<Post>>>`

Second one displays the nice error:
```
The trait bound `diesel::result::Error: serde::ser::Serialize` is not satisfied""
```",1022,2019-07-10T20:00:56Z,0
14,jebrosen,"In that example the requirements on `diesel::result::Error` are arrived at in very different ways:

* `Json<Result<Vec<Post>, diesel::result::Error>>: Responder`
  * requires `Result<Vec<Post>, diesel::result::Error>: Serialize`
    * requires `Vec<Post>: Serialize` and `diesel::Result::Error: Serialize`.

* `Result<Json<Vec<Post>>, diesel::result::Error>: Responder`
  * requires either:
    * `Json<Vec<Post>>: Responder` and `diesel::result::Error: Debug`
    * OR: `Json<Vec<Post>>: Responder` and `diesel::result::Error: Debug + Responder`
    * This choice of two bounds is only possible because `impl Responder for Result` uses the specialization feature, and I believe that's why the error message is incomplete. If `impl Responder for Result` was not specialized and required just one of `Debug` or `Responder`, I'm pretty sure the error message would say `` `diesel::result::Error: Debug` is not satisfied`` as expected.",1022,2019-07-10T20:32:13Z,0
15,huangjj27,"but why I get similar error even if I derive `Serialize` for both `Ok` and `Err`?
```rust
use rocket::post;
use rocket::response::status;
use rocket::http::Status;
use rocket_contrib::json::Json;
use serde::{ Serialize, Deserialize };

#[derive(Deserialize)]
pub(crate) struct PostUser {
    phone: String,
    password: String,
}

#[derive(Serialize)]
pub(crate) struct NewUser {
    uid: u64,
    phone: String,
}


#[derive(Serialize)]
pub(crate) struct ErrRegistered {
    err: &'static str,
    phone: String,
}

#[post(""/users"", data = ""<user>"")]
pub(crate) fn create(user: Json<PostUser>)
    -> Result<status::Created<Json<NewUser>>, status::Custom<Json<ErrRegistered>>> {
    let PostUser { phone, password } = user.deref();

    if let Some(_uid) = find_registered(&phone) {
        let err = Json(ErrRegistered {
            err: ""PHONE_NUMBER_RIGISTERED"",
            phone: phone.to_string(),
        });

        return Err(status::Custom(Status::Conflict, err));
    }

    let uid = register(&phone, &password).expect(""Register failed!"");

    let new_user = Json(NewUser {
        uid,
        phone: phone.to_string(),
    });
    let uri = format!(""/users/{}"", uid).to_string();

    Ok(status::Created(uri, Some(new_user)))
}

fn find_registered(p: &str) -> Option<u64> {
    Some(10086)
}

fn register(phone: &str, pass: &str) -> Result<u64, ()> {
    Ok(10086)
}
```

Here is the Error:
```
error[E0277]: the trait bound `std::result::Result<rocket::response::status::Created<rocket_contrib::json::Json<users::NewUser>>, rocket::response::status::Custom<rocket_contrib::json::Json<users::ErrRegistered>>>: rocket::response::responder::Responder<'_>` is not satisfied
   --> src\users.rs:27:1
    |
27  | #[post(""/users"", data = ""<user>"")]
    | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ the trait `rocket::response::responder::Responder<'_>` is not implemented for `std::result::Result<rocket::response::status::Created<rocket_contrib::json::Json<users::NewUser>>, rocket::response::status::Custom<rocket_contrib::json::Json<users::ErrRegistered>>>`
    | 
   ::: C:\Users\34937\.cargo\registry\src\mirrors.sjtug.sjtu.edu.cn-7a04d2510079875b\rocket-0.4.2\src\handler.rs:202:20
    |
202 |     pub fn from<T: Responder<'r>>(req: &Request, responder: T) -> Outcome<'r> {
    |                    ------------- required by this bound in `rocket::handler::<impl rocket::outcome::Outcome<rocket::response::response::Response<'r>, rocket_http::status::Status, rocket::data::data::Data>>::from`
    |
    = help: the following implementations were found:
              <std::result::Result<R, E> as rocket::response::responder::Responder<'r>>
              <std::result::Result<R, E> as rocket::response::responder::Responder<'r>>

error: aborting due to previous error
```

Since that `u64`, `String` or `&'_ str` is primitive type, `Responder` should be `impl`ed. Therefore, the` `Json`s and `status::Created`/`status::Custom` should implement `Responder` too, And I've checked. Even `Result<(), ()>` can pass the compile. Why this error comes out? Is there anything I'm missing?",1022,2019-11-01T15:44:25Z,0
16,jebrosen,"That error is appearing because the Error type has to implement `Debug`, even though you are using the `Responder` implementation.",1022,2019-11-01T16:40:56Z,0
17,huangjj27,"> That error is appearing because the Error type has to implement Debug, even though you are using the Responder implementation.

@jebrosen Yes, I added `Debug` and issue is solved! Thanks!",1022,2019-11-02T01:34:13Z,0
18,ghost,"> That error is appearing because the Error type has to implement `Debug`, even though you are using the `Responder` implementation.

@jebrosen If you ever happen to have the time, I was wondering if you could explain why the compiler gives such a seemingly counter intuitive error? Why is it complaining about the Responder trait instead of the Debug trait?",1022,2020-07-23T03:05:41Z,0
19,jebrosen,"@rainyday In 0.4, rocket used the `specialization` feature so that it could implement both of these:

* `impl<T, E> Responder for Result<T, E> where T: Responder, E: Debug`
* `impl<T, E> Responder for Result<T, E> where T: Responder, E: Debug + Responder`

One of the side effects of the `specialization` feature seems to be incomplete error messages like the one above - *usually* rustc prints out some kind of hint about which part of the `where` is not satisfied. As specialization gets closer to being stable, I expect these and similar error messages to improve.

---

But, the `master` branch (upcoming for 0.5) does not use `specialization` anymore since it is an unstable feature. Only this `impl` exists now:

* `impl<T, E> Responder for Result<T, E> where T: Responder, E: Responder`

The previous behavior can be restored by using <https://api.rocket.rs/master/rocket/response/struct.Debug.html>. This type was also backported to 0.4 for an easier migration path, and there is a runtime warning if using the removed `impl`: <https://github.com/SergioBenitez/Rocket/commit/436a5aad579f7f9e0053ec4fc35c068baf148d64>",1022,2020-07-23T03:32:59Z,0
20,ajstyles0524,"`use log::*;
use reqwest::Error;
use rocket::launch;
use rocket::routes;
use rocket::Rocket;
use rocket::{get, Build};
use rocket::serde::Deserialize;
use rocket::serde::Serialize;
use reqwest::Response;
#[derive(Serialize, Deserialize)]
pub struct Welcome {
    #[serde(rename = ""_id"")]
    id: i64,
    name: Name,
    contribs: Vec<String>,
    awards: Vec<Award>,
}
#[derive(Debug, Serialize, Deserialize)]
pub struct Award {
    award: String,
    year: i64,
    by: String,
}
#[derive( Serialize, Deserialize)]
pub struct Name {
    first: String,
    last: String,
}
#[get(""/"")]
async fn index()->Result<(),reqwest::Error>{
    let result = reqwest::get(""https://mocki.io/v1/3fee675e-373e-44c7-bb2e-5fc6512fb055"")
        .await?
        .json::<Welcome>()
        .await?;
    println!(""{:#?}"", result.awards[0]);
    Ok(())
}
#[launch]
fn rocket() -> Rocket<Build> {
    rocket::build().mount(""/"", routes![index])
}
  `
@jebrosen @zackchandler @vladinator1000 @JayHelton 
when i run the above code i got an error mgs i do not why

The Error message

`error[E0277]: the trait bound `reqwest::Error: Responder<'_, '_>` is not satisfied
   --> src/main.rs:30:19
    |
30  | async fn index()->Result<(),reqwest::Error>{
    |                   ^^^^^^^^^^^^^^^^^^^^^^^^^ the trait `Responder<'_, '_>` is not implemented for `reqwest::Error`
    |
    = note: required because of the requirements on the impl of `Responder<'_, '_>` for `Result<(), reqwest::Error>`
note: required by a bound in `route::handler::<impl Outcome<rocket::Response<'o>, Status, rocket::Data<'o>>>::from`
   --> /home/knoldus/.cargo/registry/src/github.com-1ecc6299db9ec823/rocket-0.5.0-rc.1/src/route/handler.rs:188:20
    |
188 |     pub fn from<R: Responder<'r, 'o>>(req: &'r Request<'_>, responder: R) -> Outcome<'r> {
    |                    ^^^^^^^^^^^^^^^^^ required by this bound in `route::handler::<impl Outcome<rocket::Response<'o>, Status, rocket::Data<'o>>>::from`

`",1022,2021-12-21T09:14:42Z,0
21,robertwayne,"I know this is 2 weeks old, but if you just put a `return` in front of your outcome, this will work as expected.

```rust
match request.headers().get_one(""Authorization"") {
    Some(header) => {
        let re = Regex::new(r""(Bearer\s\S*)"").unwrap();
        if re.is_match(header) {
            // regex valid auth header
            println!(""{}"", header);
        } else {
            // regex invalid auth header
            return Outcome::Failure((Status::BadRequest, RequestError::ParseError));
        }
    }
    None => {}
}
```

`rob@pop-os:~$ curl --header ""Authorization: BrokenBearer"" http://127.0.0.1:8000/test`
```
GET /test:
   >> Matched: (test) GET /test
   >> `Device` request guard failed: ParseError.
   >> Outcome: Failure
   >> No 400 catcher registered. Using Rocket default.
   >> Response succeeded.
```
```
<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""utf-8"">
    <title>400 Bad Request</title>
</head>
<body align=""center"">
    <div role=""main"" align=""center"">
        <h1>400: Bad Request</h1>
        <p>The request could not be understood by the server due to malformed syntax.</p>
        <hr />
    </div>
    <div role=""contentinfo"" align=""center"">
        <small>Rocket</small>
    </div>
</body>
</html>
```

`rob@pop-os:~$ curl --header ""Authorization: Bearer foo""  127.0.0.1:8000/test`
```
GET /test:
   >> Matched: (test) GET /test
Bearer foo
   >> Outcome: Success
   >> Response succeeded.
```
```
Hello test
```",2016,2021-12-27T18:06:54Z,0
22,tobymurray,"My understanding is that Rocket doesn't implicitly know what to do with this. The docs cover some of it here: https://rocket.rs/v0.5-rc/guide/requests/#requests as well as a workaround. As suggested when it fails to compile, you can give them different rankings:

```
Error: Rocket failed to launch due to the following route collisions:
   >> (func1) GET /known_issues?<issue_name> [2] collides with (func2) GET /known_issues?<test_id> [2]
   >> Note: Route collisions can usually be resolved by ranking routes.
```
E.g. something like this should start up
```
#[get(""/known_issues?<issue_name>"", rank = 2)]
pub fn func1(...) {...}

#[get(""/known_issues?<test_id>"", rank = 3)]
pub fn func2(...) {...}
```",2012,2021-12-10T21:42:21Z,0
23,oren0e,"Thanks, yeah that's what I ended up doing. ",2012,2021-12-15T20:44:43Z,0
24,jebrosen,"When I'm at a real keyboard I can explain further, but here a few highlights:

* A new error handling design Sergio came up with is blocked for now because TypeId doesn't work on non-`'static` types, but IIRC the design would address most of your issues/questions -- including responding automatically if the error is a `Responder`. It's definitely a goal to ""fix"" error handling, but other things have been more important recently.
*  The `Try` trait and its implementation for `Outcome` are a bit painful, I can see that. Have you seen `IntoOutcome`? I think it helps somewhat with this exact case.
* Error catchers are in an awkward spot: They currently don't (and I think can't, again because of some typing details) get any actual error values. They currently work okay for replacing the plain default error pages, but can't do much more exciting and I don't think they are what you want in this particular case.",857,2018-12-11T16:37:18Z,0
25,SergioBenitez,"Everything @jebrosen said is exactly on point. Regarding the `Try` implementation, we currently can't make it better due to the way the trait is defined. For details, see #597.

However, [`IntoOutcome`](https://api.rocket.rs/v0.4/rocket/outcome/trait.IntoOutcome.html) should still help here and would remove the need for the `From` impl in some cases. You'd still need to pass the `Status` in to the `into_outcome` call, however.

> Given an error type that implements Responder (which I'd assume to be the common case in a Rocket app), that is rather redundant.

I don't think this is the case at the moment because returning a `Responder` is only marginally more useful that _not_ returning a `Responder`. With the error catcher redesign, returning a `Responder` would indeed be meaningful, but as @jebrosen states, it's currently not possible to implement that design. (You can review that design [here](https://paste.rs/Jg0.md).)

In all, we have plans to ameliorate all of the issues you've raised, but all of them are blocked on upstream Rust changes. The `Try` changes are blocked on a redesigned `Try` trait in https://github.com/rust-lang/rust/issues/42327, while the catcher redesign is blocked in https://github.com/rust-lang/rust/issues/41875. ",857,2018-12-11T23:50:49Z,0
26,RalfJung,"Thanks for your responses, good to hear that I didn't just miss something obvious!

> I don't think this is the case at the moment because returning a Responder is only marginally more useful that not returning a Responder.

In my case, it's about sharing the error type between handlers and `from_data`.

> However, IntoOutcome should still help here and would remove the need for the From impl in some cases. You'd still need to pass the Status in to the into_outcome call, however.

I am looking at `IntoOutcome` now, and I don't see how it helps. First I thought I would aim for something like `header.parse().into_outcome()?`, but that doesn't make any sense because `into_outcome` takes *two* parameters -- `self` and `Failure`.

So I guess the idea is I would do `header.parse().into_outcome(Status::BadRequest)?` or so?  But one key design goal in my setup was to only have one place that maps errors to status codes, so this is not a direction I would like to take.",857,2018-12-13T18:21:29Z,0
27,johnbcoughlin,"I managed to find a satisfactory solution to this issue by defining a `status` method on my custom error type. Then you can write something like this:

```
let result: Result<ParsedData, MyError> = fallible_expr();
result.into_outcome(result.err().map(|e| e.status()).unwrap_or(Status::Ok))
```

Then you can reuse the `.status()` method in the `Responder` impl that you'll use in the handler.",857,2019-04-07T17:59:37Z,0
28,RalfJung,"Yeah, that seem similar to the `status` method I have in the OP. I wouldn't call this ""satisfactory"" though.",857,2019-04-09T20:31:01Z,0
29,SergioBenitez,Closing in favor of #597 and #749 which together resolve these issues.,857,2019-05-16T02:53:41Z,0
30,oren0e,"I'm not sure if this is related to this, but dealing with the same issue as the OP, I find a strange behaviour - if I implement `FromDataSimple` for my type and in the `from_data()` method I return somewhere a Failure with my custom error - I still get the default rocket error response (the one that comes with a catcher), although I never intended to use a catcher...

so in the following:
```rust
impl FromDataSimple for KnownIssue {
    type Error = DispatcherrError;

    fn from_data(req: &Request, data: Data) -> data::Outcome<Self, Self::Error> {
        // Ensure content type is json
        if req.content_type() != Some(&ContentType::JSON) {
            return Outcome::Forward(data);
        }

        let mut issue_str = String::new();
        if let Err(e) = data.open().take(LIMIT).read_to_string(&mut issue_str) {
            return Failure((
                Status::InternalServerError,
                DispatcherrError::InternalServerError(anyhow::anyhow!(e)),
            ));
        }

        let issue_to_insert = match serde_json::from_str(&issue_str) {
            Ok(issue) => issue,
            Err(e) => {
                return Failure((
                    Status::InternalServerError,
                    DispatcherrError::InternalServerError(e.into()),
                ))
            }
        };
        Success(issue_to_insert)
    }
}
```
If `serde_json` deserialization fails, I expect to see also the error which comes from the variant `                   DispatcherrError::InternalServerError`
But all I get is the default rocket internal server error html.",857,2021-12-28T16:53:52Z,0
31,SergioBenitez,Fixed quite some time ago in master. ,1893,2021-09-10T17:45:04Z,0
32,searsaw,@SergioBenitez running `0.5.0-rc.1` and seeing this same issue. Should this also be fixed in `0.5.0`?,1893,2021-10-22T13:25:45Z,0
33,billy1624,"Hi @SergioBenitez, will the fix be released some time soon on crates.io?",1893,2021-12-29T04:36:01Z,0
34,fabricedesre,"Having a ""native"" built in support would be better. We did something for iron, which was quite simple (https://github.com/fxbox/iron-cors/).",25,2016-12-23T19:07:10Z,0
35,kybishop,Info a little more readable than the w3 spec :wink:: http://enable-cors.org/server.html,25,2016-12-29T08:40:09Z,0
36,SergioBenitez,"I agree that Rocket should have a nicer way to handle this, and it's on my list of things to determine how to do better. For now, I've added the ability to use `#[route(OPTIONS, ""/"", ...)]` to manually handle `OPTIONS` requests in https://github.com/SergioBenitez/Rocket/commit/2de006d9f91589a885924acc8712e87d310692e4. As soon as #83 is resolved, you'll be able to use `options` as a decorator directly.",25,2016-12-30T06:52:34Z,0
37,flosse,I'd love to see a full CORS example :) Did someone already made experiences?,25,2017-01-05T15:35:14Z,0
38,sebasmagri,"This is what I'm currently doing to handle the preflight request:

```
#[route(OPTIONS, ""/endpoint/"")]
fn options_handler<'a>() -> Response<'a> {
    Response::build()
        .raw_header(""Access-Control-Allow-Origin"", ""http://host.tld"")
        .raw_header(""Access-Control-Allow-Methods"", ""OPTIONS, POST"")
        .raw_header(""Access-Control-Allow-Headers"", ""Content-Type"")
        .finalize()
}
```
However, for a handler returning data, I can't still find a way to wrap the existing response in a `Response` to add the headers. The existing handler looks like this:

```
#[post(""/endpoint/"", format = ""application/json"", data = ""<config>"")]
fn post_handler(config: JSON<Config>) -> Option<JSON<Wrapper>> {
    let wrapper = factory(report_id);
    match wrapper {
        Some(f) => Some(JSON(f(&(config.unwrap())))),
        None => None
    }
}
```

Is this a correct approach? How could I add headers to the `JSON` response?",25,2017-01-07T00:49:38Z,0
39,kybishop,"@sebasmagri JSON impliments [the Responder trait](https://api.rocket.rs/rocket/response/content/struct.JSON.html). Something like this should work:

```rust
#[post(""/endpoint/"", format = ""application/json"", data = ""<config>"")]
fn post_handler<'request>(config: JSON<Config>)
                          -> Option<Result<Response<'request>, &'str>> {
    let wrapper = factory(report_id);
    match wrapper {
        Some(f) => {
            let response = Response::build_from(JSON(f(&(config.unwrap()))).respond().unwrap());

            response.header(hyper::header::AccessControlAllowOrigin::Any)

            Some(response.ok())
        },
        None => None
    }
}
```",25,2017-01-07T04:46:04Z,0
40,SergioBenitez,"@kybishop's got the right idea, but you should rarely, if ever, be constructing a `Response` object in your handler. Instead, create a new type and implement `Responder` for it. You can then return it directly from your handler. See the [wrapping Responder](https://rocket.rs/guide/responses/#wrapping) section of the guide for more info.

For this problem in particular, I would create a new `CORS` type and implement `Responder` for it. I implemented a small one, and I copy the code below. It's incomplete, inefficient, and could be made less error-prone, but it works, and using it is clean.

```rust
use std::collections::HashSet;
use rocket::response::{self, Response, Responder};
use rocket::http::Method;

struct CORS<R> {
    responder: R,
    allow_origin: &'static str,
    expose_headers: HashSet<&'static str>,
    allow_credentials: bool,
    allow_headers: HashSet<&'static str>,
    allow_methods: HashSet<Method>,
    max_age: Option<usize>
}

type PreflightCORS = CORS<()>;

impl PreflightCORS {
    pub fn preflight(origin: &'static str) -> PreflightCORS {
        CORS::origin((), origin)
    }
}

impl<'r, R: Responder<'r>> CORS<R> {
    pub fn origin(responder: R, origin: &'static str) -> CORS<R> {
        CORS {
            responder: responder,
            allow_origin: origin,
            expose_headers: HashSet::new(),
            allow_credentials: false,
            allow_headers: HashSet::new(),
            allow_methods: HashSet::new(),
            max_age: None
        }
    }

    pub fn any(responder: R) -> CORS<R> {
        CORS::origin(responder, ""*"")
    }

    pub fn credentials(mut self, value: bool) -> CORS<R> {
        self.allow_credentials = value;
        self
    }

    pub fn methods(mut self, methods: Vec<Method>) -> CORS<R> {
        for method in methods {
            self.allow_methods.insert(method);
        }

        self
    }

    pub fn headers(mut self, headers: Vec<&'static str>) -> CORS<R> {
        for header in headers {
            self.allow_headers.insert(header);
        }

        self
    }

    // TODO: Add more builder methods to set the rest of the fields.
}

impl<'r, R: Responder<'r>> Responder<'r> for CORS<R> {
    fn respond(self) -> response::Result<'r> {
        let mut response = Response::build_from(self.responder.respond()?)
            .raw_header(""Access-Control-Allow-Origin"", self.allow_origin)
            .finalize();

        match self.allow_credentials {
            true => response.set_raw_header(""Access-Control-Allow-Credentials"", ""true""),
            false => response.set_raw_header(""Access-Control-Allow-Credentials"", ""false"")
        };

        if !self.allow_methods.is_empty() {
            let mut methods = String::with_capacity(self.allow_methods.len() * 7);
            for (i, method) in self.allow_methods.iter().enumerate() {
                if i != 0 { methods.push_str("", "") }
                methods.push_str(method.as_str());
            }

            response.set_raw_header(""Access-Control-Allow-Methods"", methods);
        }

        // FIXME: Get rid of this dupe.
        if !self.allow_headers.is_empty() {
            let mut headers = String::with_capacity(self.allow_headers.len() * 15);
            for (i, header) in self.allow_headers.iter().enumerate() {
                if i != 0 { headers.push_str("", "") }
                headers.push_str(header);
            }

            response.set_raw_header(""Access-Control-Allow-Headers"", headers);
        }

        // TODO: Inspect and set the rest of the fields.

        Ok(response)
    }

}
```

You would then use it in routes like:

```rust
#[route(OPTIONS, ""/item"")]
fn cors_preflight() -> PreflightCORS {
    CORS::preflight(""http://host.tld"")
        .methods(vec![Method::Options, Method::Post])
        .headers(vec![""Content-Type""])
}

#[post(""/item"")]
fn cors_demo() -> CORS<&'static str> {
    CORS::any(""This is the response."")
}
```

In the particular `POST` route above, you could do:

```rust
#[post(""/item"")]
fn cors_demo() -> CORS<Option<JSON<Wrapper>>> {
    CORS::any(option_json_wrapper)
}
```",25,2017-01-07T05:58:12Z,0
41,sebasmagri,I believe having this type into the framework would be really good. Thanks @SergioBenitez ,25,2017-01-07T14:00:41Z,0
42,rofrol,"Regarding the code from https://github.com/SergioBenitez/Rocket/issues/25#issuecomment-271065434, I have found this:

>The only valid value for this header is true (case-sensitive). If you don't need credentials, omit this header entirely (rather than setting its value to false).

https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Access-Control-Allow-Credentials

",25,2017-04-20T19:26:16Z,0
43,SergioBenitez,"Now that #55 has landed, we can add proper support for CORS to Rocket! I'm happy to field any design ideas and/or mentor anyone who might be willing to implement some CORS related fairings and structures for `contrib`.",25,2017-04-21T03:34:57Z,0
44,Arzte,"This could be a fun way to use fairings for the first time & contribute to rocket something that would be super helpful for a project of mine. I'm going to get started trying to implement this into ``contrib`` via. fairings. @SergioBenitez I'll take some of the code you provided for a CORS type to make this come in faster. (I realize some work is to be done on that example, just part of the fun) ~~I'll send in a pr today or tomorrow with a basic implementation for it.~~

EDIT: I'm waiting on 0.3.0 as there's more work to be done on fairings, I'm still working on it, but I'm planning to really get a pr in after 0.3 is out.",25,2017-04-21T15:24:06Z,0
45,SergioBenitez,@SirDoctors Just a heads up: the fairings implementation that just landed in `master` is _very_ likely to be the version that ships in 0.3.,25,2017-05-19T11:02:29Z,0
46,nicholasday,"Just for future reference, here is the fairing I wrote for easy CORS:

```rust
use rocket::{Request, Response};
use rocket::fairing::{Fairing, Info, Kind};
use rocket::http::{Header, ContentType, Method};
use std::io::Cursor;

pub struct CORS();

impl Fairing for CORS {
    fn info(&self) -> Info {
        Info {
            name: ""Add CORS headers to requests"",
            kind: Kind::Response
        }
    }

    fn on_response(&self, request: &Request, response: &mut Response) {
        if request.method() == Method::Options || response.content_type() == Some(ContentType::JSON) {
            response.set_header(Header::new(""Access-Control-Allow-Origin"", ""http://localhost:9000""));
            response.set_header(Header::new(""Access-Control-Allow-Methods"", ""POST, GET, OPTIONS""));
            response.set_header(Header::new(""Access-Control-Allow-Headers"", ""Content-Type""));
            response.set_header(Header::new(""Access-Control-Allow-Credentials"", ""true""));
        }

        if request.method() == Method::Options {
            response.set_header(ContentType::Plain);
            response.set_sized_body(Cursor::new(""""));
        }
    }
}
```
You just have to attach it like this:
```rust
rocket::ignite()
    .attach(CORS())
```",25,2017-07-09T03:15:23Z,0
47,dlight,@nicholasday perhaps this fairing could be added to contrib?,25,2017-07-18T09:27:33Z,0
48,mehcode,"Now that Rocket v0.3 is here a formalized ( and configurable, see https://echo.labstack.com/middleware/cors for an idea ) should definitely be added to contrib.",25,2017-07-18T09:43:35Z,0
49,lawliet89,"I have implemented CORS both as Fairing and for ad-hoc route based usage in a [`rocket_cors`](https://github.com/lawliet89/rocket_cors) crate. Hopefully the documentation is sufficient. The options are configurable.

The problem with @nicholasday's implementation is that if the routes have any side effects, it will be too late to reverse them if the CORS check fails in `on_response`.
",25,2017-07-18T10:22:12Z,0
