,author,body,number,created_at,empty
56,Darksonn,"We aren't saying that your application is doing something incorrect here — it certainly sounds like a bug in Tokio, but it would be helpful to narrow down the issue if you can test that the issue still happens even if you stop reading from the pipe once the vector becomes super large. Something like this:
```Rust
let read_stderr_fut = async {
    let mut buf = Vec::new();
    while buf.len() < 50_000_000 {
        stderr.read_buf(&mut buf).await?;
    }
    std::io::Result::<_>::Ok(buf)
};
```",4309,2021-12-12T09:43:16Z,0
57,Darksonn,"I have opened a PR that changes `wait_with_output` to the version that doesn't crash for you, but I would still really want to understand what is going on here. ",4309,2021-12-12T10:13:39Z,0
58,iitalics,Running some tests today but its taking forever because the problem tends to go away when I add more logs. FWIW the largest stderr we ever see is <256 bytes.,4309,2021-12-13T21:33:21Z,0
59,iitalics,"Update: I was running a new test which was doing `read_buf` in a loop. It would crash until I turned logging on, then it would stop crashing. Then I realized something: I had a logging statement in between receiving EOF and closing the pipe:
```rust
loop {
  let n = stderr.read_buf(&mut buf).await?;
  warn!(...);
  if n == 0 {
    drop(stderr); // (implicit)
    return Ok(buf);
  }
}
```
The logging probably added a delay that made it so `close()` would occur after the process had exited, mimicking the working version where we explicitly drop the pipes at the end. Sure enough, when I rearrange the log to happen *after* the `if` (thus nothing happens between EOF and `close()`) then I can reproduce the crash.",4309,2021-12-14T15:32:13Z,0
60,ipetkov,"Thanks for the analysis @iitalics! Now I'm really curious about the epoll and kernel interactions around closing descriptors and other processes, but at least we can merge #4315 with the confidence that it should mitigate this issue",4309,2021-12-14T18:04:29Z,0
61,BraulioVM,The solution was inspired by @Darksonn 's comment in https://github.com/tokio-rs/tokio/pull/4300#issuecomment-986822888,4314,2021-12-11T13:29:49Z,0
62,BraulioVM,Anything else I can do here?,4314,2021-12-15T10:50:09Z,0
63,Darksonn,"No, thanks.",4314,2021-12-15T10:59:10Z,0
64,carllerche,I'm not sure what is causing the CI failure. @taiki-e ?,4320,2021-12-14T22:38:39Z,0
65,carllerche,CI is breaking because this depends on a tokio-macros release as well,4320,2021-12-14T22:46:19Z,0
66,carllerche,greeeeeeen :green_apple: ,4320,2021-12-15T04:12:28Z,0
67,Darksonn,"I just merged #4314, so you should probably add it to the changelog.",4320,2021-12-15T10:59:47Z,0
68,ipetkov,"Thanks for the report! I'll try to take a look at this when I'm back from vacation next week. 

If anyone wants take a shot at implementing it, feel free to ping me on the PR!",4285,2021-11-28T00:27:39Z,0
69,Yogaflre,"It looks like it's unstable yet.
https://github.com/rust-lang/rust/issues/44434",4285,2021-11-30T14:33:20Z,0
70,alecmocatta,"> It looks like it's unstable yet. [rust-lang/rust#44434](https://github.com/rust-lang/rust/issues/44434)

Good point, though it's scheduled for stabilisation in a couple days' time: https://github.com/rust-lang/rust/blob/master/RELEASES.md#version-1570-2021-12-02",4285,2021-11-30T14:55:38Z,0
71,ipetkov,"Unfortunately, [our MSRV policy](https://github.com/tokio-rs/tokio/blob/master/CONTRIBUTING.md#mininum-supported-rust-version-msrv) requires that we support compilers from at least 6 months back, meaning we won't be able to rely on these methods from the stdlib for 6 months... :(

I've opened #4295 to add a `cmd.as_std()` method which will allow the caller to access the underlying `std::process::Command`, and therefore the new methods (if their stdlib version is new enough)",4285,2021-12-02T19:08:47Z,0
72,ipetkov,@alecmocatta #4295 has landed in 1.15.0 so I'm going to resolve this for now. Feel free to reopen if you have other issues or questions!,4285,2021-12-15T21:20:59Z,0
73,Darksonn,We don't enable unstable features in `full`.,4325,2021-12-18T08:33:47Z,0
74,bIgBV,@Darksonn I can take a look at this one this week.,4184,2021-10-26T16:27:14Z,0
75,hi-rustin,"The results of my tests look as if they are correct.

My code: 
```rs
use bytes::Bytes;
use futures::SinkExt;

use tokio::fs::File;
use tokio::io::{AsyncRead, AsyncWrite};
use tokio_util::codec::{Framed, LengthDelimitedCodec};

async fn write_frame<T>(io: T) -> Result<(), Box<dyn std::error::Error>>
where
    T: AsyncRead + AsyncWrite + Unpin,
{
    let codec = LengthDelimitedCodec::builder()
        .length_field_offset(0) // default value
        .length_field_length(2)
        .length_adjustment(-2) // size of head
        .num_skip(0) // Do not strip frame header
        .new_codec();
    let mut transport = Framed::new(io, codec);
    let frame = Bytes::from(""hello world"");

    print!(""{:?}"", frame);
    transport.send(frame).await?;
    Ok(())
}

#[tokio::main]
async fn main() {
    let file = File::create(""foo.txt"").await.unwrap();
    write_frame(file).await.unwrap();
}

```",4184,2021-12-18T15:26:26Z,0
76,bjorn3,Can you double check that the code still passes miri? I'm not completely certain stacked borrows allows this. I may be wrong though.,4307,2021-12-08T21:09:17Z,0
77,Darksonn,I'm quite certain that stacked borrows is fine with this.,4307,2021-12-08T21:39:52Z,0
78,Cyborus04,"Well, the miri run failed, but it wasn't because of this

Mostly unsupported functions, but also a couple borrowing issues:

```
error: Undefined Behavior: no item granting read access to tag <5958705> at alloc2139059+0x28 found in borrow stack.
   --> tokio\src\fs\file.rs:747:47
    |
747 |         if let Err(e) = poll_fn(|cx| Pin::new(&mut *self).poll_flush(cx)).await {
    |                                               ^^^^^^^^^^ no item granting read access to tag <5958705> at alloc2139059+0x28 found in borrow stack.
    |
    = help: this indicates a potential bug in the program: it performed an invalid operation, but the rules it violated are still experimental
    = help: see https://github.com/rust-lang/unsafe-code-guidelines/blob/master/wip/stacked-borrows.md for further information
```

```
error: Undefined Behavior: trying to reborrow for SharedReadOnly at alloc80792+0x10, but parent tag <206238> does not have an appropriate item in the borrow stack
   --> tokio\src\sync\watch.rs:365:28
    |
365 |             let notified = self.shared.notify_rx.notified();
    |                            ^^^^^^^^^^^ trying to reborrow for SharedReadOnly at alloc80792+0x10, but parent tag <206238> does not have an appropriate item in the borrow stack
    |
    = help: this indicates a potential bug in the program: it performed an invalid operation, but the rules it violated are still experimental
    = help: see https://github.com/rust-lang/unsafe-code-guidelines/blob/master/wip/stacked-borrows.md for further information
```",4307,2021-12-08T22:13:37Z,0
79,Darksonn,It doesn't really make sense to run miri on async code these days due to [this issue](https://github.com/rust-lang/rust/issues/63818).,4307,2021-12-08T22:15:57Z,0
80,bjorn3,"None of the `ReadBuf` methods are async, so testing just `ReadBuf` should be fine. Unfortunately it seems like `ReadBuf` itself doesn't have any tests to run in miri.",4307,2021-12-08T23:15:00Z,0
81,jebrosen,Looks like this also closes #2269.,2391,2020-04-09T19:03:18Z,0
82,jonhoo,This is _fantastic_! So many hacks to set the thread pool size when I want to run with fewer cores can go away :tada: ,2391,2020-04-09T20:57:45Z,0
83,Vagelis-Prokopiou,"@seanmonstar @jonhoo I had to look into this matter too, in the context of actix-web.

In my specific case, the configuration with `workers = number of physical cpus` outperformed the configuration with `workers = number of logical cpus`. You can check this issue for specifics: https://github.com/actix/actix-web/issues/957

I believe that some amount of benchmarks should be the judge in this matter, because there is a possibility that the performance is degraded out of the box with this configuration.",2391,2021-12-18T20:56:45Z,0
84,jonhoo,"@Vagelis-Prokopiou I suspect that's because hyperthreading is generally bad for performance (at least in my experience). It's a tricky trade-off. What I'd really like for us to do is to respect cgroups/affinity, but _ignore_ hyperthreading, but I don't know that that's feasible to implement :sweat_smile: ",2391,2021-12-18T23:59:16Z,0
85,Vagelis-Prokopiou,"@jonhoo I am not that aware of the internals in order to provide a good proposal.

What I am proposing is:

a) Some benchmarks by various people, in order to decide the best default option from the currently available options.

b) If option `a` is not possible, at least better documentation for the current setup (I created a PR for this #4330).

",2391,2021-12-19T09:01:44Z,0
86,Darksonn,Did you find an answer?,4329,2021-12-19T09:42:23Z,0
87,gipsyh,"> 

I should use spawn_blocking to execute sync code.",4329,2021-12-19T10:12:43Z,0
88,carllerche,"I agree, this should probably be fixed!",186,2018-03-06T17:50:19Z,0
89,BijanVan,"I think BufRead requires something like:
fn read_line(&mut self, buf: &mut String, max_length: usize) -> Result<usize>
in addition to:
fn read_line(&mut self, buf: &mut String) -> Result<usize>

https://doc.rust-lang.org/stable/std/io/trait.BufRead.html#method.read_line",186,2018-03-06T18:19:22Z,0
90,carllerche,I would probably not use the impl in std and write our own.,186,2018-03-06T18:26:29Z,0
91,kpp,"This issue should be created in `futures` repo, because they copied `Lines` combinator: https://github.com/rust-lang-nursery/futures-rs/blob/master/futures-util/src/io/lines.rs#L48",186,2018-03-08T22:01:26Z,0
92,carllerche,"My *guess* is that the futures team is not interested in this change as they are focused on mirroring `std` and the issue exists in `std` as well.

/cc @cramertj @aturon 

If it isn't resolved there, Tokio can provide an alternate, more robust, implementation.",186,2018-03-13T16:39:06Z,0
93,cramertj,IMO both `std` and `futures` should probably also offer a `read_line_max` or similar that allows specifying a maximum line size. I think it makes sense to offer this (or similar) functionality on the tokio side for now.,186,2018-03-13T19:04:29Z,0
94,jasondavies,"It sounds like the best way forward might be to add an optional `max_line_length` parameter to the lines combinator in `futures-util`?  It seems that `std` will not add `read_line_max` (from the above linked issue) so I think [Read::take](https://doc.rust-lang.org/nightly/std/io/trait.Read.html#method.take) could be used instead.

I'm not clear on why the same lines utility combinator exists in tokio-io and futures-util -- is the former going to be dropped?",186,2018-05-12T18:45:30Z,0
95,BijanVan,"This could be a possible solution:

    
    use bytes::BytesMut;
    use futures::{Async, Poll, Stream};
    use std::io::{self, BufRead};

    use AsyncRead;

    /// Combinator created by the top-level `lines` method which is a stream over
    /// the lines of text on an I/O object.
    #[derive(Debug)]
    pub struct Lines<A> {
        io: A,
        line: BytesMut,
        max_length: usize,
    }

    /// Creates a new stream from the I/O object given representing the lines of
    /// input that are found on `A`.
    ///
    /// This method takes an asynchronous I/O object, `a`, and returns a `Stream` of
    /// lines that the object contains. The returned stream will reach its end once
    /// `a` reaches EOF.
    pub fn lines_with_max_length<A>(a: A, max_length: usize) -> Lines<A>
    where
        A: AsyncRead + BufRead,
    {
        Lines {
            io: a,
            line: BytesMut::with_capacity(max_length),
            max_length: max_length,
        }
    }

    impl<A> Lines<A> {
        /// Returns the underlying I/O object.
        ///
        /// Note that this may lose data already read into internal buffers. It's
        /// recommended to only call this once the stream has reached its end.
        pub fn into_inner(self) -> A {
            self.io
        }
    }

    impl<A> Stream for Lines<A>
    where
        A: AsyncRead + BufRead,
    {
        type Item = String;
        type Error = io::Error;

        fn poll(&mut self) -> Poll<Option<String>, io::Error> {
            loop {
                if self.line.len() > self.max_length {
                    return Err(io::Error::new(
                        io::ErrorKind::Other,
                        ""Maximum length error."",
                    ));
                }

                let n = try_ready!(self.io.read_buf(&mut self.line));
                if n == 0 && self.line.len() == 0 {
                    return Ok(None.into());
                }

                let pos = self
                    .line
                    .windows(2)
                    .enumerate()
                    .find(|&(_, bytes)| bytes == b""\r\n"")
                    .map(|(i, _)| i);

                if let Some(pos) = pos {
                    let mut line = self.line.split_to(pos + 2);
                    line.split_off(pos);
                    return Ok(Async::Ready(Some(
                        String::from_utf8_lossy(&line).to_string(),
                    )));
                }
            }
        }
    }


",186,2018-05-29T15:19:51Z,0
96,carllerche,This should be possible to add to `LinesCodec` once #360 lands.,186,2018-05-29T23:37:56Z,0
97,spion,"While now there is an easier way to read lines with a maximum limit, this still doesn't address the issue that the easiest to use API will result with unsafe behavior. Instead of buffered reader, you need to be aware of the LinesCodec and FramedReader. Unfortunately, there is nothing about using `read_line` from Buffered Reader that will at least point you in the right direction (such as maybe via compiler warnings) - as far as I can tell?",186,2021-12-19T14:27:01Z,0
98,Matthias247,"FWIW, I was not able to reproduce this on my Macbook (old, dual-core) so far. So it might be either a windows issue, or it only shows up if something is fast enough.

Edit: Also happens on the Windows machine in WSL/Ubuntu. So it's likely more a speed related race condition than a wrong WinApi usage.",1768,2019-11-13T06:48:32Z,0
99,swarmer,"I'm able to reproduce this on a Linux machine, ~~but so far not on my macbook~~ and just did on my macbook also, with NR_ITERATIONS=1.
It does run a few times slower on my macbook.

I've added the two missing unwraps, but they didn't panic when this deadlocked.",1768,2019-11-14T21:42:32Z,0
100,carllerche,An attempt to repro w/ loom: https://github.com/tokio-rs/tokio/tree/eliza/sticky-mutex,1768,2019-11-15T00:59:16Z,0
101,Matthias247,"I root-caused this a bit deeper to the async block inside `tokio::spawn` not getting executed in some iterations by adding and observing some atomic variables.

With the added variables I can observe that `SPAWN_PER_BLOCK_ON` is always 0: The code inside `tokio::spawn` did not get executed. Therefore `BLOCK_ON_STATE` is always 2 (it waits for the async block inside spawn to complete). `BLOCK_ON_PER_RT_COUNT` has an arbitrary value => The issue doesn not necesarily happen immediately after a `Runtime` had been started.

Whether it might have something to do with `spawn` happening shortly after `block_on` is unclear. The only time we ever do a `spawn` in this example is directly after a `block_on`.


```rust
use tokio::sync::Mutex;
use tokio::sync::oneshot::channel;
use std::sync::Arc;
use std::sync::atomic::{AtomicUsize, Ordering};

static BLOCK_ON_PER_RT_COUNT: AtomicUsize = AtomicUsize::new(0);
static BLOCK_ON_STATE: AtomicUsize = AtomicUsize::new(0);
static SPAWN_PER_BLOCK_ON: AtomicUsize = AtomicUsize::new(0);

async fn do_iteration() {
    BLOCK_ON_STATE.store(1, Ordering::Release);

    // Changing this to a higher value will prevent it from getting stuck
    const NR_ITERATIONS: usize = 5;
    let m = Arc::new(Mutex::new(()));//IntrusiveMutex::new((), true));
    let (sender, receiver) = channel();

    let m = m.clone();
    tokio::spawn(async move {
        SPAWN_PER_BLOCK_ON.fetch_add(1, Ordering::Release);
        for _ in 0..NR_ITERATIONS {
            let _ = m.lock().await;
        }
        sender.send(());
    });

    BLOCK_ON_STATE.store(2, Ordering::Release);
    receiver.await;
    BLOCK_ON_STATE.store(3, Ordering::Release);
}

fn main() {
    const NR_ITERATIONS: usize = 10000;
    const BLOCK_ON_PER_RT: usize = 3000;

    for i in 0 .. NR_ITERATIONS {
        {
            BLOCK_ON_PER_RT_COUNT.store(0, Ordering::Release);
            println!(""Starting runtime {}"", i);
            let mut builder = tokio::runtime::Builder::new();
            builder.thread_pool().num_threads(1);
            let mut rt = builder.build().unwrap();

            for _ in 0 .. BLOCK_ON_PER_RT {
                BLOCK_ON_STATE.store(0, Ordering::Release);
                SPAWN_PER_BLOCK_ON.store(0, Ordering::Release);
                BLOCK_ON_PER_RT_COUNT.fetch_add(1, Ordering::Release);

                rt.block_on(async {
                    do_iteration().await;
                });
            }

            println!(""Stopping runtime"");
        }
        println!(""Stopped runtime"");
    }
}
```",1768,2019-11-17T03:06:17Z,0
